"INTNR","kvotgrupp","BG_COUNTRY","BG_Gender","BG_Age","AGE_ITA","MUN_ITA","NUTS2","lik_airp","imp_ind_airp","imp_oth_airp","prep_aut_airp","prep_ind_airp","know_aut_airp","know_ind_airp","exper_airp","work","education","income","politic","smoke","lik_airp_rel","imp_ind_airp_rel","we","PM10_mean"
1736,"Italien riksrep",1,1,"1",2,1,NA,5,5,4,2,4,3,3,NA,1,1,1,1,0,2.08333333333333,2.27272727272727,0.90260106,27.9600902352672
1820,"Italien riksrep",1,1,"1",2,18,NA,4,4,4,2,2,2,4,1,1,0,1,0,1,1.53846153846154,1.33333333333333,0.90260106,20.7878009348761
1730,"Italien riksrep",1,1,"1",2,15,NA,5,5,5,1,1,1,1,0,0,0,1,2,0,1.21951219512195,1.21951219512195,0.90260106,24.2004089824606
1741,"Italien riksrep",1,1,"1",2,15,NA,3,3,4,3,2,3,3,0,1,1,1,1,1,1.03448275862069,1.07142857142857,0.90260106,24.2004089824606
1771,"Italien riksrep",1,1,"1",3,19,NA,4,5,5,4,NA,NA,NA,0,0,0,1,NA,1,1.48148148148148,1.29032258064516,0.90260106,23.6267827677519
1808,"Italien riksrep",1,1,"1",3,6,NA,5,5,5,1,1,3,3,1,1,0,1,2,0,1.61290322580645,1.61290322580645,0.90260106,30.6782977878343
2005,"Italien riksrep",1,1,"1",3,4,NA,3,3,4,3,3,3,4,1,1,1,1,1,0,1.07142857142857,0.909090909090909,0.90260106,29.9320686058126
1708,"Italien riksrep",1,1,"1",3,4,NA,4,5,5,2,3,3,3,1,1,0,1,1,1,1.53846153846154,1.38888888888889,0.90260106,29.9320686058126
232,"Italien Rom",1,1,"1",3,12,NA,5,5,5,2,1,2,2,1,1,1,0,NA,0,1.21951219512195,1.11111111111111,0.09739894,22.516175425755
288,"Italien Rom",1,1,"1",3,12,NA,4,5,5,1,1,1,5,0,1,0,1,1,0,1.11111111111111,1.19047619047619,0.09739894,22.516175425755
431,"Italien Rom",1,1,"0",1,12,NA,5,4,4,1,2,3,4,0,0,1,0,NA,1,1.61290322580645,1.11111111111111,0.09739894,22.516175425755
287,"Italien Rom",1,1,"1",3,12,NA,5,4,5,3,3,3,3,1,1,0,1,1,1,2.17391304347826,1.08108108108108,0.09739894,22.516175425755
1054,"Italien Rom",1,1,"1",3,12,NA,5,4,4,2,3,2,1,1,1,0,1,1,0,1.61290322580645,1.25,0.09739894,22.516175425755
417,"Italien Rom",1,1,"1",3,12,NA,3,4,4,3,3,3,3,1,0,1,1,0,1,1.42857142857143,1.81818181818182,0.09739894,22.516175425755
113,"Italien Rom",1,0,"0",2,12,NA,NA,NA,5,NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,0.09739894,22.516175425755
66,"Italien Rom",1,0,"1",2,12,NA,NA,NA,4,NA,2,2,2,0,0,0,1,NA,0,NA,NA,0.09739894,22.516175425755
244,"Italien Rom",1,0,"1",3,12,NA,5,5,5,1,1,3,1,1,0,0,1,2,1,1.21951219512195,1.11111111111111,0.09739894,22.516175425755
570,"Italien Rom",1,1,"0",1,12,NA,5,4,4,1,3,3,4,1,0,0,NA,0,0,1.78571428571429,1.73913043478261,0.09739894,22.516175425755
1600,"Italien Rom",1,1,"0",2,12,NA,5,4,5,1,2,2,5,1,1,1,NA,NA,0,1.85185185185185,0.972972972972973,0.09739894,22.516175425755
1446,"Italien Rom",1,1,"1",2,12,NA,4,4,5,2,2,2,3,1,1,1,1,NA,0,2.10526315789474,1.02564102564103,0.09739894,22.516175425755
1731,"Italien Rom",1,1,"2",4,12,NA,3,4,4,1,2,2,2,0,1,1,0,1,0,1.5,1.48148148148148,0.09739894,22.516175425755
1984,"Italien Rom",1,1,"2",2,12,NA,5,4,4,3,2,2,3,0,1,1,0,1,1,1.47058823529412,1.08108108108108,0.09739894,22.516175425755
624,"Italien Rom",1,0,"0",2,12,NA,5,3,3,3,2,3,4,0,1,1,1,1,0,1.85185185185185,1.42857142857143,0.09739894,22.516175425755
515,"Italien Rom",1,0,"1",2,12,NA,5,4,4,3,3,3,3,1,0,0,1,NA,0,2,1.08108108108108,0.09739894,22.516175425755
2141,"Italien Rom",1,0,"1",2,12,NA,4,5,4,4,5,3,4,0,0,0,0,2,1,1.21212121212121,1.28205128205128,0.09739894,22.516175425755
2003,"Italien Rom",1,1,"0",1,12,NA,3,1,3,4,4,4,3,0,0,0,1,NA,0,1.11111111111111,0.526315789473684,0.09739894,22.516175425755
851,"Italien Rom",1,1,"0",1,12,NA,5,5,5,1,1,1,4,1,NA,0,NA,2,0,1.78571428571429,1.11111111111111,0.09739894,22.516175425755
NA,"Italien Rom",1,1,"2",4,12,NA,2,2,2,3,2,2,2,1,0,1,1,2,0,1.53846153846154,1.33333333333333,0.09739894,22.516175425755
1612,"Italien Rom",1,0,"0",1,12,NA,3,3,4,3,3,3,2,0,1,1,1,2,0,1.25,1.15384615384615,0.09739894,22.516175425755
831,"Italien Rom",1,1,"0",3,12,NA,NA,5,5,5,1,1,1,0,0,0,0,NA,0,NA,1.11111111111111,0.09739894,22.516175425755
1893,"Italien Rom",1,0,"0",2,12,NA,5,5,5,NA,NA,NA,2,1,1,1,0,NA,0,1.72413793103448,1.25,0.09739894,22.516175425755
938,"Italien Rom",1,0,"1",2,12,NA,5,5,5,1,1,1,1,1,1,0,1,2,0,1.59090909090909,1.11111111111111,0.09739894,22.516175425755
1809,"Italien Rom",1,0,"1",2,12,NA,NA,NA,5,NA,NA,2,2,0,1,1,1,NA,NA,NA,NA,0.09739894,22.516175425755
1520,"Italien Rom",1,0,"1",2,12,NA,5,5,5,2,1,1,4,1,1,1,0,0,0,1.28205128205128,1.16279069767442,0.09739894,22.516175425755
1335,"Italien Rom",1,1,"0",1,12,NA,4,4,5,1,2,2,4,1,1,0,1,0,1,2.10526315789474,1.14285714285714,0.09739894,22.516175425755
1382,"Italien Rom",1,1,"0",1,12,NA,5,5,5,2,3,4,1,0,0,0,0,1,1,2,1.11111111111111,0.09739894,22.516175425755
2102,"Italien Rom",1,1,"1",2,12,NA,5,4,5,2,3,3,2,1,1,1,1,2,0,1.35135135135135,1.05263157894737,0.09739894,22.516175425755
1287,"Italien Rom",1,1,"1",2,12,NA,2,5,3,3,2,4,4,NA,NA,0,0,2,0,0.606060606060606,1.37931034482759,0.09739894,22.516175425755
1838,"Italien Rom",1,1,"1",2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0.09739894,22.516175425755
1468,"Italien Rom",1,1,"1",2,12,NA,4,4,5,2,3,2,4,0,1,0,1,NA,0,1.73913043478261,1.05263157894737,0.09739894,22.516175425755
1242,"Italien Rom",1,0,"0",1,12,NA,4,3,4,3,2,3,3,1,0,1,1,0,0,1.25,1.11111111111111,0.09739894,22.516175425755
1315,"Italien Rom",1,0,"0",1,12,NA,5,5,5,1,1,1,1,0,0,0,1,NA,0,1.21951219512195,1.11111111111111,0.09739894,22.516175425755
1798,"Italien Rom",1,1,"0",1,12,NA,2,2,2,2,2,2,2,0,0,1,0,NA,0,1.33333333333333,1.11111111111111,0.09739894,22.516175425755
1995,"Italien Rom",1,0,"2",4,12,NA,5,5,5,2,1,3,4,1,0,0,0,1,1,1.92307692307692,1.25,0.09739894,22.516175425755
105,"Italien Rom",1,0,"1",2,12,NA,5,5,5,5,3,3,3,1,1,1,0,2,1,1.51515151515152,1.11111111111111,0.09739894,22.516175425755
1407,"Italien Rom",1,1,"0",1,12,NA,5,5,5,5,5,5,5,1,1,1,1,0,1,1.11111111111111,1.11111111111111,0.09739894,22.516175425755
1544,"Italien Rom",1,0,"1",2,12,NA,5,4,5,2,2,3,4,0,NA,0,0,NA,0,1.66666666666667,1.29032258064516,0.09739894,22.516175425755
394,"Italien Rom",1,1,"0",1,12,NA,3,3,3,3,3,3,3,1,0,0,1,1,0,1.5,1.11111111111111,0.09739894,22.516175425755
91,"Italien Rom",1,1,"0",2,12,NA,4,4,4,4,4,4,3,0,1,1,NA,NA,0,1.33333333333333,1.05263157894737,0.09739894,22.516175425755
1871,"Italien Rom",1,1,"0",2,12,NA,5,5,5,1,2,2,4,1,0,1,1,1,1,1.85185185185185,1.66666666666667,0.09739894,22.516175425755
241,"Italien Rom",1,1,"1",2,12,NA,2,2,NA,NA,3,NA,3,0,1,1,1,NA,1,0.909090909090909,0.8,0.09739894,22.516175425755
2037,"Italien Rom",1,1,"1",2,12,NA,5,4,4,1,1,2,1,0,1,NA,1,NA,1,2,1.2,0.09739894,22.516175425755
396,"Italien Rom",1,1,"1",2,12,NA,4,4,5,3,4,4,3,NA,0,0,0,1,0,1.81818181818182,1,0.09739894,22.516175425755
437,"Italien Rom",1,1,"1",2,12,NA,4,4,4,3,2,3,3,0,1,0,1,0,1,1.6,1.14285714285714,0.09739894,22.516175425755
27,"Italien Rom",1,1,"1",3,12,NA,3,3,3,1,2,1,2,0,1,1,1,2,0,1.76470588235294,1.57894736842105,0.09739894,22.516175425755
122,"Italien Rom",1,1,"1",3,12,NA,5,2,5,2,3,3,4,1,0,NA,0,1,1,1.36363636363636,1.05263157894737,0.09739894,22.516175425755
16,"Italien Rom",1,1,"1",3,12,NA,3,4,5,3,2,2,2,0,1,1,1,2,1,1.15384615384615,1.6,0.09739894,22.516175425755
340,"Italien Rom",1,1,"1",3,12,NA,3,4,5,2,2,2,2,0,1,1,NA,2,0,NA,0.952380952380952,0.09739894,22.516175425755
290,"Italien Rom",1,1,"1",3,12,NA,4,4,4,4,3,4,3,1,1,1,1,1,0,1.11111111111111,1.11111111111111,0.09739894,22.516175425755
25,"Italien Rom",1,1,"1",3,12,NA,5,4,4,3,3,4,3,1,1,0,1,2,0,1.72413793103448,1.05882352941176,0.09739894,22.516175425755
439,"Italien Rom",1,1,"2",4,12,NA,4,4,5,3,2,4,3,0,0,0,1,NA,1,1.33333333333333,1.16129032258065,0.09739894,22.516175425755
418,"Italien Rom",1,1,"1",3,12,NA,4,4,4,3,3,3,4,1,1,1,1,1,0,1.53846153846154,1.25,0.09739894,22.516175425755
23,"Italien Rom",1,1,"1",3,12,NA,4,4,5,1,2,2,4,1,0,0,1,1,0,2.10526315789474,2,0.09739894,22.516175425755
159,"Italien Rom",1,1,"2",4,12,NA,4,4,5,1,2,2,4,1,1,1,1,1,1,2.10526315789474,1.9047619047619,0.09739894,22.516175425755
362,"Italien Rom",1,1,"2",4,12,NA,3,3,3,1,2,2,3,0,0,1,1,1,0,1.66666666666667,1.07142857142857,0.09739894,22.516175425755
419,"Italien Rom",1,0,"0",1,12,NA,5,5,5,2,1,2,3,1,0,0,1,1,0,1.51515151515152,NA,0.09739894,22.516175425755
1618,"Italien Rom",1,0,"0",1,12,NA,NA,5,5,3,3,1,3,0,0,0,NA,1,0,NA,1.11111111111111,0.09739894,22.516175425755
28,"Italien Rom",1,0,"0",1,12,NA,5,5,5,3,5,5,5,0,0,1,1,1,1,1.35135135135135,1.11111111111111,0.09739894,22.516175425755
96,"Italien Rom",1,0,"0",2,12,NA,1,3,3,3,3,3,3,0,0,0,1,NA,0,0.588235294117647,1.03448275862069,0.09739894,22.516175425755
21,"Italien Rom",1,0,"0",2,12,NA,5,5,5,4,5,4,4,1,0,0,0,NA,1,1.19047619047619,1.21951219512195,0.09739894,22.516175425755
1987,"Italien Rom",1,0,"0",3,12,NA,3,3,4,4,2,5,2,0,0,0,1,1,1,2.72727272727273,2.5,0.09739894,22.516175425755
326,"Italien Rom",1,0,"0",2,12,NA,NA,4,5,1,2,2,3,1,1,1,0,1,0,NA,1,0.09739894,22.516175425755
20,"Italien Rom",1,0,"1",2,12,NA,4,4,3,3,4,3,4,1,1,0,1,1,0,1.25,1.21212121212121,0.09739894,22.516175425755
2049,"Italien Rom",1,0,"1",2,12,NA,4,NA,5,1,1,1,1,0,0,0,1,2,0,1.44,NA,0.09739894,22.516175425755
533,"Italien Rom",1,0,"1",2,12,NA,5,4,4,1,1,NA,3,NA,1,1,NA,NA,0,1.6,1.16129032258065,0.09739894,22.516175425755
291,"Italien Rom",1,0,"1",2,12,NA,5,5,5,NA,1,NA,2,0,1,0,NA,2,1,1.73076923076923,1.18421052631579,0.09739894,22.516175425755
440,"Italien Rom",1,0,"1",2,12,NA,5,5,NA,3,2,3,4,1,0,1,0,0,0,1.38888888888889,1.31578947368421,0.09739894,22.516175425755
1889,"Italien Rom",1,0,"1",2,12,NA,4,4,4,2,1,4,3,1,1,1,1,0,0,1.25,1,0.09739894,22.516175425755
446,"Italien Rom",1,0,"1",2,12,NA,4,4,4,3,3,3,3,0,1,0,1,1,0,1.29032258064516,1.29032258064516,0.09739894,22.516175425755
306,"Italien Rom",1,0,"1",3,12,NA,3,4,4,2,2,2,2,1,1,0,1,NA,1,1.03448275862069,1.37931034482759,0.09739894,22.516175425755
447,"Italien Rom",1,0,"1",3,12,NA,5,NA,5,3,2,3,2,1,1,0,1,2,0,1.42857142857143,NA,0.09739894,22.516175425755
1493,"Italien Rom",1,0,"1",3,12,NA,5,5,5,2,1,1,1,1,0,0,1,1,0,1.92307692307692,1.13636363636364,0.09739894,22.516175425755
317,"Italien Rom",1,0,"2",4,12,NA,5,5,5,3,2,3,4,0,0,0,1,1,0,1.31578947368421,1.21951219512195,0.09739894,22.516175425755
200,"Italien Rom",1,0,"1",3,12,NA,5,5,5,3,1,3,4,1,0,0,1,1,1,2.5,1.11111111111111,0.09739894,22.516175425755
29,"Italien Rom",1,0,"1",3,12,NA,4,4,5,3,2,NA,2,0,0,0,0,NA,0,1.29032258064516,1.21212121212121,0.09739894,22.516175425755
158,"Italien Rom",1,0,"1",2,12,NA,4,4,4,5,5,4,4,0,0,0,0,2,0,1.17647058823529,1.25,0.09739894,22.516175425755
151,"Italien Rom",1,0,"2",4,12,NA,5,4,4,3,1,3,2,1,0,1,1,1,0,1.8,1.42857142857143,0.09739894,22.516175425755
1925,"Italien Rom",1,0,"2",4,12,NA,2,2,NA,NA,NA,NA,4,NA,1,0,NA,2,0,0.952380952380952,0.5,0.09739894,22.516175425755
322,"Italien Rom",1,0,"1",3,12,NA,4,2,4,1,1,1,1,0,0,0,0,0,1,1.9047619047619,1.05263157894737,0.09739894,22.516175425755
239,"Italien Rom",1,1,"0",1,12,NA,5,5,5,2,1,1,3,1,1,0,1,1,1,1.47058823529412,1.28205128205128,0.09739894,22.516175425755
420,"Italien Rom",1,1,"0",1,12,NA,5,3,3,3,2,5,5,1,0,1,1,NA,0,2.08333333333333,1.30434782608696,0.09739894,22.516175425755
100,"Italien Rom",1,1,"0",1,12,NA,5,4,4,1,1,2,5,1,0,0,1,NA,0,2,1.08108108108108,0.09739894,22.516175425755
2014,"Italien Rom",1,1,"0",1,12,NA,3,5,4,2,2,2,5,0,NA,0,1,1,1,1.57894736842105,1.38888888888889,0.09739894,22.516175425755
86,"Italien Rom",1,1,"0",1,12,NA,3,2,3,2,2,NA,2,0,0,1,1,2,1,1.15384615384615,0.714285714285714,0.09739894,22.516175425755
74,"Italien Rom",1,1,"0",1,12,NA,1,2,1,3,2,2,2,NA,0,0,1,0,1,0.384615384615385,2.22222222222222,0.09739894,22.516175425755
351,"Italien Rom",1,1,"0",1,12,NA,5,5,5,2,3,3,3,1,1,1,0,2,0,1.25,1.31578947368421,0.09739894,22.516175425755
1836,"Italien Rom",1,1,"0",1,12,NA,5,5,5,1,1,NA,2,1,0,0,NA,NA,0,2.36842105263158,1.11111111111111,0.09739894,22.516175425755
334,"Italien Rom",1,1,"0",1,12,NA,4,5,5,1,4,2,5,1,0,0,1,NA,0,1.37931034482759,1.5625,0.09739894,22.516175425755
1546,"Italien Rom",1,1,"0",1,12,NA,5,5,5,2,2,3,5,0,0,1,1,NA,0,1.47058823529412,1.92307692307692,0.09739894,22.516175425755
2042,"Italien Rom",1,1,"0",1,12,NA,4,4,4,3,3,3,3,1,0,0,0,1,1,1.42857142857143,1.02564102564103,0.09739894,22.516175425755
51,"Italien Rom",1,1,"0",2,12,NA,4,3,5,4,5,5,5,0,1,1,1,1,1,1.02564102564103,0.810810810810811,0.09739894,22.516175425755
202,"Italien Rom",1,1,"0",1,12,NA,5,5,5,5,2,2,2,1,0,0,0,NA,1,1.42857142857143,1.47058823529412,0.09739894,22.516175425755
459,"Italien Rom",1,1,"0",2,12,NA,4,5,5,3,3,4,4,1,0,1,1,NA,0,1.33333333333333,1.72413793103448,0.09739894,22.516175425755
196,"Italien Rom",1,1,"0",2,12,NA,5,5,5,2,2,2,4,1,0,0,1,2,1,1.78571428571429,1.11111111111111,0.09739894,22.516175425755
167,"Italien Rom",1,1,"0",2,12,NA,3,4,4,3,3,5,3,0,1,1,1,2,0,1.11111111111111,1.29032258064516,0.09739894,22.516175425755
110,"Italien Rom",1,1,"0",2,12,NA,5,5,5,3,3,4,2,1,1,1,0,0,0,2,1.11111111111111,0.09739894,22.516175425755
157,"Italien Rom",1,1,"0",2,12,NA,3,3,4,4,4,3,5,1,1,1,1,0,1,0.931034482758621,0.967741935483871,0.09739894,22.516175425755
469,"Italien Rom",1,1,"0",2,12,NA,5,4,3,3,3,2,5,1,1,0,0,1,0,1.51515151515152,1.37931034482759,0.09739894,22.516175425755
128,"Italien Rom",1,1,"0",2,12,NA,4,5,4,5,3,2,2,1,1,1,1,2,0,1.25,1.11111111111111,0.09739894,22.516175425755
34,"Italien Rom",1,1,"0",2,12,NA,5,5,3,2,3,3,3,1,1,0,1,NA,1,1.51515151515152,1.21951219512195,0.09739894,22.516175425755
37,"Italien Rom",1,1,"0",2,12,NA,5,5,5,5,5,5,5,1,1,1,1,1,0,1.21951219512195,1.11111111111111,0.09739894,22.516175425755
43,"Italien Rom",1,1,"0",2,12,NA,2,2,2,2,2,2,2,0,0,0,0,NA,0,1,1.05263157894737,0.09739894,22.516175425755
69,"Italien Rom",1,1,"0",2,12,NA,4,4,4,1,3,1,NA,NA,1,0,0,NA,0,1.53846153846154,1.11111111111111,0.09739894,22.516175425755
71,"Italien Rom",1,1,"0",2,12,NA,5,4,5,2,2,3,3,0,1,1,1,1,1,1.72413793103448,1.29032258064516,0.09739894,22.516175425755
254,"Italien Rom",1,1,"0",2,12,NA,3,3,4,4,3,3,4,1,1,1,1,2,0,1.30434782608696,1.42857142857143,0.09739894,22.516175425755
1533,"Italien Rom",1,1,"0",2,12,NA,4,3,4,2,2,2,2,0,1,0,1,1,0,1.6,0.967741935483871,0.09739894,22.516175425755
2083,"Italien Rom",1,1,"0",2,12,NA,3,3,4,2,2,3,2,1,1,1,1,1,1,1.66666666666667,1.42857142857143,0.09739894,22.516175425755
2112,"Italien Rom",1,1,"0",2,12,NA,5,5,5,1,2,2,3,1,1,1,1,1,1,1.38888888888889,1.11111111111111,0.09739894,22.516175425755
115,"Italien Rom",1,1,"0",2,12,NA,4,5,5,3,3,3,3,1,1,0,1,1,0,1.14285714285714,1.21951219512195,0.09739894,22.516175425755
215,"Italien Rom",1,1,"0",2,12,NA,3,3,3,3,3,4,3,0,1,1,1,0,0,1.25,1.07142857142857,0.09739894,22.516175425755
345,"Italien Rom",1,1,"0",2,12,NA,4,4,5,3,3,3,4,0,1,1,0,0,0,1.25,NA,0.09739894,22.516175425755
1133,"Italien Rom",1,1,"1",2,12,NA,5,5,5,1,5,2,3,1,1,1,1,NA,0,1.47058823529412,1.19047619047619,0.09739894,22.516175425755
1448,"Italien Rom",1,1,"1",2,12,NA,4,4,4,4,4,4,4,0,1,0,1,0,0,1.11111111111111,1.11111111111111,0.09739894,22.516175425755
339,"Italien Rom",1,1,"1",2,12,NA,5,2,3,1,3,3,2,1,1,1,1,1,0,1.72413793103448,0.9,0.09739894,22.516175425755
512,"Italien Rom",1,1,"1",2,12,NA,5,4,5,4,2,2,2,1,1,1,1,1,0,1.66666666666667,1,0.09739894,22.516175425755
154,"Italien Rom",1,1,"1",2,12,NA,4,3,4,3,3,3,3,0,1,1,1,2,0,1.6,0.9375,0.09739894,22.516175425755
234,"Italien Rom",1,1,"1",2,12,NA,5,5,5,3,3,4,4,0,1,1,1,2,1,NA,1.09756097560976,0.09739894,22.516175425755
361,"Italien Rom",1,1,"1",2,12,NA,5,5,5,1,1,1,5,1,1,1,1,1,0,2.38095238095238,1.92307692307692,0.09739894,22.516175425755
407,"Italien Rom",1,1,"1",2,12,NA,3,3,3,3,3,3,3,0,1,1,1,1,0,1.36363636363636,0.9375,0.09739894,22.516175425755
2118,"Italien Rom",1,1,"1",2,12,NA,5,5,5,2,1,2,1,1,0,0,0,1,1,1.5,1.21951219512195,0.09739894,22.516175425755
296,"Italien Rom",1,1,"1",2,12,NA,NA,1,NA,NA,NA,5,NA,1,0,0,NA,2,NA,NA,0.275862068965517,0.09739894,22.516175425755
478,"Italien Rom",1,1,"1",3,12,NA,4,4,4,4,4,4,4,1,1,1,1,2,0,1.33333333333333,1.17647058823529,0.09739894,22.516175425755
1766,"Italien Rom",1,1,"1",2,12,NA,4,4,3,5,4,3,4,0,1,1,1,2,0,1.53846153846154,1.37931034482759,0.09739894,22.516175425755
50,"Italien Rom",1,1,"1",2,12,NA,3,4,4,2,2,2,2,1,0,1,1,NA,0,1.2,1.29032258064516,0.09739894,22.516175425755
246,"Italien Rom",1,1,"1",2,12,NA,5,5,5,2,2,2,3,1,1,0,1,2,0,1.38888888888889,1.47058823529412,0.09739894,22.516175425755
75,"Italien Rom",1,1,"1",2,12,NA,5,5,5,1,1,1,4,1,0,1,0,2,1,1.61290322580645,1.38888888888889,0.09739894,22.516175425755
391,"Italien Rom",1,1,"1",2,12,NA,5,3,4,1,3,2,4,NA,1,0,1,1,1,2.08333333333333,0.967741935483871,0.09739894,22.516175425755
1637,"Italien Rom",1,1,"1",2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,1,NA,NA,0.09739894,22.516175425755
42,"Italien Rom",1,1,"1",2,12,NA,2,4,1,4,3,3,5,1,1,1,1,0,1,0.740740740740741,1.6,0.09739894,22.516175425755
242,"Italien Rom",1,1,"1",2,12,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,0.09739894,22.516175425755
454,"Italien Rom",1,1,"1",2,12,NA,3,4,4,2,1,4,3,0,1,0,1,1,0,1.2,1.66666666666667,0.09739894,22.516175425755
131,"Italien Rom",1,1,"1",2,12,NA,5,5,5,1,2,5,4,0,1,0,1,2,0,1.35135135135135,1.19047619047619,0.09739894,22.516175425755
1279,"Italien Rom",1,1,"1",2,12,NA,3,3,3,1,2,1,4,0,1,1,1,2,1,1.42857142857143,1.07142857142857,0.09739894,22.516175425755
768,"Italien Rom",1,1,"1",2,12,NA,4,4,4,3,1,3,4,1,1,0,1,1,0,2.35294117647059,1.02564102564103,0.09739894,22.516175425755
162,"Italien Rom",1,1,"1",2,12,NA,4,4,4,4,4,4,4,0,1,1,1,1,1,1.11111111111111,1.11111111111111,0.09739894,22.516175425755
184,"Italien Rom",1,1,"1",2,12,NA,4,4,5,4,4,4,3,0,1,1,1,0,1,1.29032258064516,1.21212121212121,0.09739894,22.516175425755
213,"Italien Rom",1,1,"1",3,12,NA,3,4,4,2,3,3,3,0,1,0,1,NA,0,1.25,1.33333333333333,0.09739894,22.516175425755
135,"Italien Rom",1,1,"1",2,12,NA,4,3,4,4,4,4,4,0,1,0,1,NA,0,1.125,0.882352941176471,0.09739894,22.516175425755
313,"Italien Rom",1,1,"1",2,12,NA,5,5,5,5,5,5,NA,1,0,0,1,2,NA,NA,NA,0.09739894,22.516175425755
726,"Italien Rom",1,1,"1",2,12,NA,5,NA,5,NA,3,NA,4,1,1,0,1,2,0,1.47058823529412,NA,0.09739894,22.516175425755
1665,"Italien Rom",1,1,"1",3,12,NA,5,5,5,5,5,5,5,1,0,1,0,1,1,2.77777777777778,1.19047619047619,0.09739894,22.516175425755
366,"Italien Rom",1,1,"1",3,12,NA,3,4,3,2,3,2,2,1,0,1,0,1,0,1.76470588235294,2.10526315789474,0.09739894,22.516175425755
375,"Italien Rom",1,1,"1",3,12,NA,3,4,4,3,3,3,3,1,1,1,1,NA,1,1.42857142857143,1.42857142857143,0.09739894,22.516175425755
1383,"Italien Rom",1,1,"1",3,12,NA,2,3,3,3,3,3,3,0,1,0,1,2,0,1.33333333333333,1.03448275862069,0.09739894,22.516175425755
1298,"Italien Rom",1,1,"1",3,12,NA,5,5,5,2,3,3,4,1,1,1,1,0,1,1.5625,1.25,0.09739894,22.516175425755
231,"Italien Rom",1,1,"1",3,12,NA,5,5,5,1,1,1,3,1,1,0,0,1,0,2,1.61290322580645,0.09739894,22.516175425755
466,"Italien Rom",1,1,"1",3,12,NA,4,4,4,2,2,2,4,0,0,0,1,1,0,1.81818181818182,1.81818181818182,0.09739894,22.516175425755
564,"Italien Rom",1,1,"1",3,12,NA,4,3,4,2,1,2,2,1,1,0,0,2,0,1.53846153846154,0.857142857142857,0.09739894,22.516175425755
193,"Italien Rom",1,1,"1",3,12,NA,5,5,5,3,3,4,4,1,0,0,0,0,0,1.5625,1.28205128205128,0.09739894,22.516175425755
80,"Italien Rom",1,1,"1",3,12,NA,4,4,5,3,2,4,4,0,1,0,1,1,0,1.29032258064516,1.6,0.09739894,22.516175425755
149,"Italien Rom",1,1,"1",3,12,NA,1,1,1,1,5,3,5,1,1,1,1,2,1,0.526315789473684,0.4,0.09739894,22.516175425755
370,"Italien Rom",1,1,"1",3,12,NA,3,3,5,2,2,3,2,0,1,0,0,NA,0,1.30434782608696,1.07142857142857,0.09739894,22.516175425755
249,"Italien Rom",1,1,"1",3,12,NA,3,3,4,2,1,2,1,0,1,0,1,NA,1,2.5,1.2,0.09739894,22.516175425755
176,"Italien Rom",1,1,"1",3,12,NA,4,4,5,1,1,NA,5,1,1,0,0,1,0,NA,1.14285714285714,0.09739894,22.516175425755
120,"Italien Rom",1,1,"1",3,12,NA,5,4,5,3,3,4,4,1,1,1,1,2,0,1.85185185185185,1.125,0.09739894,22.516175425755
404,"Italien Rom",1,1,"1",3,12,NA,2,5,5,2,5,1,4,0,1,0,1,NA,1,1.05263157894737,1.55172413793103,0.09739894,22.516175425755
1121,"Italien Rom",1,1,"1",3,12,NA,4,5,5,3,2,2,3,1,1,1,1,2,1,1.66666666666667,1.51515151515152,0.09739894,22.516175425755
35,"Italien Rom",1,1,"1",3,12,NA,5,5,5,3,3,5,3,1,1,1,1,1,0,2.36842105263158,1.28205128205128,0.09739894,22.516175425755
720,"Italien Rom",1,1,"1",3,12,NA,4,4,4,2,2,2,2,0,0,0,0,2,0,1.33333333333333,1,0.09739894,22.516175425755
61,"Italien Rom",1,1,"1",3,12,NA,5,5,5,1,2,3,3,0,1,0,1,1,1,1.92307692307692,1.25,0.09739894,22.516175425755
474,"Italien Rom",1,1,"1",3,12,NA,5,5,5,4,2,5,5,1,1,1,1,2,0,2.17391304347826,1.11111111111111,0.09739894,22.516175425755
416,"Italien Rom",1,1,"1",3,12,NA,5,3,5,3,2,3,3,1,1,1,1,1,0,2.17391304347826,1.42857142857143,0.09739894,22.516175425755
276,"Italien Rom",1,1,"2",4,12,NA,5,5,5,2,1,2,1,1,0,0,0,1,0,1.81818181818182,1.15384615384615,0.09739894,22.516175425755
310,"Italien Rom",1,1,"2",4,12,NA,3,3,3,2,3,2,3,0,0,0,1,2,1,1.03448275862069,1.03448275862069,0.09739894,22.516175425755
374,"Italien Rom",1,1,"2",4,12,NA,5,5,5,4,1,4,5,1,0,0,0,2,0,1.78571428571429,1.78571428571429,0.09739894,22.516175425755
774,"Italien Rom",1,1,"1",3,12,NA,5,4,4,4,3,3,2,1,0,0,0,2,1,1.78571428571429,1.25,0.09739894,22.516175425755
1142,"Italien Rom",1,1,"2",4,12,NA,4,3,4,3,2,4,3,1,0,1,1,1,0,1.48148148148148,1.11111111111111,0.09739894,22.516175425755
